0,16538
1,16483
2,16651
3,16660
4,16611
5,16836
6,16795
7,16851
8,16413
9,16718
10,16622
11,16418
12,16632
13,16626
14,16918
15,16560
16,16597
17,16830
18,16723
19,16795
20,16764
21,16776
22,16657
23,16606
24,16694
25,16510
26,16618
27,16672
28,16497
29,16507
30,16673
31,16687
32,16731
33,16712
34,16815
35,16751
36,16772
37,16788
38,16560
39,16640
40,16565
41,16541
42,16442
43,16573
44,16647
45,16787
46,16598
47,16677
48,16600
49,16696
50,16823
51,16594
52,16682
53,16677
54,16645
55,16565
56,16617
57,16800
58,16793
59,16637
60,16735
61,16670
62,16577
63,16567
64,16679
65,16852
66,16817
67,16761
68,16674
69,16587
70,16569
71,16740
72,16628
73,16808
74,16517
75,16657
76,16626
77,16582
78,16635
79,16575
80,16844
81,16669
82,16774
83,16765
84,16909
85,16654
86,16837
87,16616
88,16755
89,16747
90,16582
91,16492
92,16761
93,16668
94,16605
95,16676
96,16612
97,16792
98,16694
99,16675
100,16565
101,16544
102,16556
103,16504
104,16669
105,16874
106,16821
107,16627
108,16613
109,16769
110,16668
111,16741
112,16643
113,16585
114,16654
115,16562
116,16922
117,16601
118,16675
119,16613
120,16855
121,16706
122,16648
123,16543
124,16614
125,16602
126,16799
127,16757
128,16591
129,16669
130,16597
131,16703
132,16612
133,16706
134,16816
135,16526
136,16700
137,16727
138,16700
139,16625
140,16566
141,16506
142,16658
143,16707
144,16789
145,16681
146,16572
147,16761
148,16679
149,16706
150,16685
151,16765
152,16596
153,16634
154,16920
155,16416
156,16782
157,16849
158,16771
159,16833
160,16607
161,16676
162,16669
163,16631
164,16783
165,16774
166,16821
167,16789
168,16477
169,16724
170,16477
171,16976
172,16692
173,16465
174,16735
175,16717
176,16710
177,16524
178,16625
179,16431
180,16745
181,16834
182,16678
183,16580
184,16812
185,16393
186,16551
187,16662
188,16601
189,16630
190,16598
191,16684
192,16894
193,16761
194,16647
195,16766
196,16552
197,16693
198,16725
199,16547
200,16764
201,16734
202,16634
203,16468
204,16722
205,16689
206,16460
207,16635
208,16828
209,16607
210,16535
211,16895
212,16587
213,16715
214,16750
215,16628
216,16816
217,16693
218,16637
219,16611
220,16694
221,16636
222,16680
223,16747
224,16782
225,16575
226,16554
227,16695
228,16456
229,16644
230,16501
231,16516
232,16330
233,16447
234,16489
235,16746
236,16500
237,16686
238,16700
239,16694
240,16653
241,16726
242,16709
243,16712
244,16461
245,16721
246,16579
247,16648
248,16800
249,16744
250,16679
251,16720
252,16624
253,16480
254,16666
255,16542
256,16704
257,16619
258,16786
259,16694
260,16547
261,17022
262,16656
263,16549
264,16625
265,16712
266,16651
267,16683
268,16596
269,16608
270,16673
271,16622
272,16803
273,16747
274,16420
275,16581
276,16910
277,16605
278,16591
279,16705
280,16728
281,16204
282,16924
283,16399
284,16585
285,16452
286,16862
287,16699
288,16519
289,16424
290,16890
291,16598
292,16791
293,16923
294,16811
295,16572
296,16632
297,16884
298,16772
299,16673
300,16758
301,16457
302,16629
303,16896
304,16911
305,16700
306,16688
307,16635
308,16755
309,16575
310,16651
311,16502
312,16720
313,16578
314,16742
315,16741
316,16457
317,16640
318,16424
319,16445
320,16578
321,16496
322,16446
323,16858
324,16652
325,16768
326,16659
327,16479
328,16561
329,16626
330,16833
331,16589
332,16662
333,16747
334,16857
335,16384
336,16607
337,16777
338,16820
339,16658
340,16464
341,16512
342,16779
343,16735
344,16468
345,16731
346,16803
347,16619
348,16646
349,16583
350,16414
351,16667
352,16598
353,16557
354,16644
355,16597
356,16719
357,16688
358,16475
359,16654
360,16736
361,16963
362,16586
363,16731
364,16496
365,16478
366,16785
367,16508
368,16733
369,16811
370,16661
371,16719
372,16546
373,16720
374,16682
375,16838
376,16612
377,16655
378,16683
379,16816
380,16692
381,16699
382,16873
383,16535
384,16743
385,16614
386,16816
387,16705
388,16593
389,16770
390,16670
391,16728
392,16667
393,16863
394,16602
395,16623
396,16718
397,16622
398,16595
399,16744
400,16749
401,16767
402,16461
403,16474
404,16597
405,16634
406,16642
407,16671
408,16713
409,16650
410,16643
411,16919
412,16748
413,16723
414,16634
415,16659
416,16716
417,16927
418,16711
419,16508
420,16680
421,16490
422,16689
423,16645
424,16860
425,16549
426,16671
427,16565
428,16764
429,16902
430,16589
431,16918
432,16716
433,16536
434,16405
435,16780
436,16721
437,16552
438,16691
439,16494
440,16637
441,16777
442,16705
443,16437
444,16604
445,16568
446,16715
447,16567
448,16772
449,16750
450,16811
451,16544
452,16759
453,16800
454,16944
455,16685
456,16718
457,16583
458,16769
459,16744
460,16774
461,16362
462,16613
463,16674
464,16657
465,16757
466,16562
467,16810
468,16578
469,16478
470,16565
471,16724
472,16506
473,16763
474,16651
475,16548
476,16631
477,16396
478,16752
479,16626
480,16637
481,16695
482,16633
483,16705
484,16730
485,16725
486,16829
487,16681
488,16520
489,16894
490,16540
491,16637
492,16676
493,16927
494,16660
495,16670
496,16699
497,16691
498,16697
499,16821
500,16577
501,16740
502,16777
503,16678
504,16811
505,16588
506,16792
507,16553
508,16688
509,16493
510,16313
511,16764
512,16783
513,16641
514,16810
515,16499
516,16841
517,16626
518,16741
519,16744
520,16781
521,16783
522,16713
523,16648
524,16667
525,16895
526,16464
527,16428
528,16544
529,16705
530,16714
531,16547
532,16568
533,16761
534,16714
535,16465
536,16362
537,16676
538,16717
539,16686
540,16987
541,16571
542,16321
543,16473
544,16665
545,16657
546,16623
547,16627
548,16558
549,16722
550,16589
551,16692
552,16773
553,16621
554,16760
555,16645
556,16607
557,16771
558,16753
559,16666
560,16505
561,16706
562,16663
563,16571
564,16637
565,16680
566,16617
567,16663
568,16840
569,16871
570,16809
571,16785
572,16587
573,16858
574,16801
575,16666
576,16688
577,16624
578,16658
579,16623
580,16711
581,16767
582,16620
583,16634
584,16846
585,16594
586,16751
587,16740
588,16621
589,16668
590,16707
591,16617
592,16765
593,16715
594,16695
595,16544
596,16641
597,16611
598,16511
599,16660
600,16545
601,16677
602,16727
603,16704
604,16487
605,16606
606,16613
607,16453
608,16726
609,16670
610,16821
611,16730
612,16631
613,16618
614,16542
615,16535
616,16508
617,16578
618,16821
619,16617
