0,62
1,68
2,71
3,69
4,65
5,65
6,62
7,60
8,63
9,64
10,63
11,62
12,59
13,63
14,72
15,69
16,59
17,59
18,65
19,64
20,70
21,57
22,67
23,66
24,67
25,70
26,64
27,65
28,69
29,75
30,65
31,67
32,63
33,63
34,64
35,63
36,63
37,67
38,68
39,63
40,65
41,59
42,65
43,66
44,67
45,71
46,65
47,66
48,64
49,62
50,65
51,72
52,67
53,53
54,67
55,74
56,67
57,66
58,62
59,63
60,63
61,72
62,70
63,68
64,60
65,69
66,58
67,64
68,61
69,64
70,65
71,66
72,67
73,64
74,63
75,63
76,68
77,67
78,59
79,63
80,65
81,65
82,64
83,64
84,68
85,64
86,66
87,68
88,71
89,66
90,62
91,68
92,66
93,66
94,65
95,67
96,71
97,73
98,61
99,62
100,67
101,72
102,71
103,70
104,63
105,60
106,67
107,61
108,75
109,65
110,70
111,65
112,58
113,68
114,65
115,66
116,67
117,64
118,69
119,63
120,63
121,63
122,70
123,72
124,64
125,63
126,66
127,60
128,67
129,63
130,68
131,68
132,64
133,68
134,67
135,67
136,64
137,69
138,68
139,65
140,63
141,62
142,66
143,63
144,62
145,64
146,65
147,64
148,70
149,57
150,66
151,65
152,63
153,64
154,66
155,68
156,61
157,68
158,66
159,63
160,58
161,67
162,64
163,61
164,66
165,69
166,67
167,62
168,64
169,67
170,57
171,71
172,67
173,60
174,69
175,60
176,67
177,61
178,69
179,68
180,64
181,71
182,69
183,66
184,68
185,61
186,68
187,68
188,58
189,69
190,66
191,67
192,69
193,71
194,64
195,65
196,67
197,59
198,71
199,70
200,64
201,64
202,61
203,61
204,62
205,66
206,65
207,71
208,67
209,68
210,61
211,68
212,64
213,68
214,64
215,64
216,66
217,67
218,64
219,72
220,68
221,70
222,65
223,62
224,61
225,66
226,63
227,62
228,66
229,67
230,70
231,77
232,65
233,65
234,68
235,64
236,72
237,63
238,64
239,63
240,65
241,68
242,63
243,65
244,64
245,65
246,66
247,62
248,64
249,67
250,62
251,69
252,66
253,67
254,67
255,61
256,62
257,65
258,59
259,64
260,73
261,65
262,76
263,65
264,65
265,63
266,64
267,62
268,64
269,67
270,64
271,69
272,65
273,60
274,67
275,65
276,68
277,61
278,66
279,72
280,65
281,71
282,64
283,65
284,61
285,60
286,61
287,59
288,64
289,67
290,63
291,62
292,69
293,64
294,66
295,65
296,61
297,64
298,68
299,70
300,67
301,71
302,71
303,65
304,67
305,67
306,65
307,65
308,61
309,66
310,58
311,63
312,61
313,69
314,60
315,66
316,63
317,67
318,69
319,67
320,58
321,65
322,61
323,69
324,64
325,69
326,64
327,70
328,69
329,63
330,62
331,60
332,55
333,64
334,67
335,67
336,67
337,64
338,69
339,61
340,61
341,63
342,62
343,67
344,62
345,66
346,70
347,61
348,66
349,66
350,69
351,59
352,65
353,66
354,66
355,68
356,62
357,64
358,60
359,64
360,64
361,62
362,67
363,62
364,67
365,63
366,62
367,63
368,65
369,70
370,61
371,68
372,60
373,62
374,68
375,64
376,69
377,61
378,62
379,67
380,65
381,65
382,64
383,63
384,70
385,66
386,61
387,63
388,68
389,64
390,62
391,66
392,68
393,63
394,64
395,65
396,63
397,62
398,67
399,66
400,64
401,63
402,63
403,66
404,62
405,71
406,68
407,62
408,68
409,62
410,65
411,64
412,66
413,66
414,63
415,60
416,63
417,66
418,67
419,66
420,64
421,68
422,71
423,65
424,63
425,70
426,68
427,64
428,65
429,70
430,66
431,67
432,64
433,68
434,66
435,66
436,63
437,57
438,66
439,66
440,62
441,65
442,68
443,66
444,70
445,62
446,67
447,67
448,66
449,62
450,67
451,62
452,68
453,57
454,59
455,61
456,63
457,66
458,67
459,61
460,61
461,64
462,66
463,67
464,64
465,70
466,68
467,65
468,69
469,65
470,58
471,58
472,67
473,65
474,62
475,65
476,62
477,64
478,61
479,61
480,68
481,59
482,74
483,70
484,67
485,65
486,66
487,67
488,63
489,72
490,64
491,67
492,67
493,67
494,65
495,65
496,64
497,60
498,71
499,58
500,69
501,62
502,64
503,68
504,63
505,63
506,62
507,68
508,64
509,63
510,60
511,72
512,66
513,65
514,64
515,62
516,66
517,59
518,63
519,67
520,64
521,60
522,63
523,64
524,72
525,67
526,61
527,68
528,61
529,66
530,68
531,58
532,68
533,66
534,65
535,63
536,72
537,71
538,67
539,58
540,73
541,63
542,61
543,61
544,69
545,67
546,63
547,63
548,68
549,57
550,70
551,66
552,62
553,67
554,73
555,63
556,66
557,66
558,69
559,65
560,70
561,65
562,72
563,65
564,68
565,68
566,71
567,65
568,57
569,61
570,64
571,71
572,64
573,70
574,60
575,63
576,63
577,66
578,59
579,62
580,69
581,68
582,68
583,61
584,65
585,65
586,65
587,62
588,66
589,61
590,67
591,61
592,56
593,67
594,64
595,57
596,64
597,64
598,68
599,65
600,61
601,67
602,67
603,66
604,66
